analyst_id,Ticker,Quarter,Reported,Rank,EpsPoints,RevenuePoints,TotalPoints
Suntrust_60,SWI,Q3 2020,27-Oct-20,7/7,-7,-10,-17
Suntrust_60,MANH,Q3 2020,22-Oct-20,7/9,,7,7
Suntrust_60,COUP,Q2 2021,8-Sep-20,27 / 28,-5,-6,-11
Suntrust_60,SMAR,Q2 2021,2-Sep-20,28 / 35,7,7,14
Suntrust_60,PLAN,Q2 2021,26-Aug-20,9/12,8,-5,3
Suntrust_60,CRM,Q2 2021,25-Aug-20,102 / 112,,-5,-5
Suntrust_60,PCTY,Q4 2020,6-Aug-20,7/13,,12,12
Suntrust_60,SWI,Q2 2020,6-Aug-20,5/5,-4,-15,-19
Suntrust_60,EVBG,Q2 2020,6-Aug-20,12/15,-4,-5,-9
Suntrust_60,BL,Q2 2020,6-Aug-20,6/13,17,-6,11
Suntrust_60,CRWD,Q3 2022,1-Dec-21,37 / 60,8,10,18
Suntrust_60,BABA,Q2 2022,18-Nov-21,102 / 161,-4,-3,-7
Suntrust_60,BYND,Q3 2021,10-Nov-21,18 / 30,-4,-4,-8
Suntrust_60,BRK-B,Q3 2021,6-Nov-21,8/16,-5,-1,-6
Suntrust_60,DDOG,Q3 2021,4-Nov-21,8/27,13,9,22
Suntrust_60,FROG,Q3 2021,4-Nov-21,1/7,25,8,33
Suntrust_60,ROKU,Q3 2021,3-Nov-21,15 / 68,13,-3,10
Suntrust_60,GOOGL,Q3 2021,26-Oct-21,43 / 157,13,21,34
Suntrust_60,FB,Q3 2021,25-Oct-21,136 / 185,-6,-4,-10
Suntrust_60,MU,Q4 2021,28-Sep-21,49 / 88,16,-4,12
Suntrust_60,CRWD,Q2 2022,31-Aug-21,33 / 70,-4,23,19
Suntrust_60,BRK-B,Q2 2021,7-Aug-21,16 / 38,11,9,20
Analyst_5300562,BYND,Q2 2021,5-Aug-21,10/18,-3,13,10
Analyst_5300562,FROG,Q2 2021,5-Aug-21,7/11,-7,20,13
Analyst_5300562,DDOG,Q2 2021,5-Aug-21,6/21,13,12,25
Analyst_5300562,ROKU,Q2 2021,4-Aug-21,13 / 54,13,20,33
Analyst_5300562,FSLY,Q2 2021,4-Aug-21,15 / 19,-3,-1,-4
Analyst_5300562,BABA,Q1 2022,3-Aug-21,9 / 115,23,-5,18
Analyst_5300562,FB,Q2 2021,28-Jul-21,67 / 199,13,15,28
Analyst_5300562,GOOGL,Q2 2021,27-Jul-21,66 / 163,10,11,21
Analyst_5300562,MU,Q3 2021,30-Jun-21,18 / 106,15,20,35
Analyst_5300562,BABA,Q4 2021,13-May-21,11 / 138,-4,23,19
Analyst_5300562,ROKU,Q1 2021,6-May-21,6/1,15,13,28
Analyst_5300562,BYND,Q1 2021,6-May-21,22 / 27,-3,-2,-5
Analyst_5300562,DDOG,Q1 2021,6-May-21,17 / 34,15,8,23
Analyst_5300562,NET,Q1 2021,6-May-21,15 / 29,-5,14,9
Analyst_5300562,FROG,Q1 2021,6-May-21,4/8,-9,19,10
Analyst_5300562,FSLY,Q1 2021,5-May-21,20 / 21,-4,-6,-10
Analyst_5300562,AYX,Q1 2021,4-May-21,5/27,22,10,32
Analyst_5300562,BRK-B,Q1 2021,1-May-21,2/12,11,11,22
Analyst_5300562,TEAM,Q3 2021,29-Apr-21,16 / 26,9,-3,6
Analyst_5300562,AMZN,Q1 2021,29-Apr-21,53 / 239,9,22,31
Analyst_5300562,FB,Q1 2021,28-Apr-21,65 / 194,11,12,23
Analyst_5300562,TDOC,Q1 2021,28-Apr-21,10/1,-4,23,19
Analyst_5300562,GOOGL,Q1 2021,27-Apr-21,74 / 195,10,12,22
Analyst_5300562,MU,Q2 2021,31-Mar-21,35 / 109,16,21,37
Analyst_5300562,BRK-B,Q4 2020,27-Feb-21,16 / 23,-4,-3,-7
Analyst_5300562,BYND,Q4 2020,25-Feb-21,21 / 34,-3,-2,-5
Analyst_5300562,TDOC,Q4 2020,24-Feb-21,7/1,-2,23,21
Analyst_5300562,ANET,Q4 2020,18-Feb-21,6/1,17,17,34
Analyst_5300562,ROKU,Q4 2020,18-Feb-21,8/1,10,22,32
Analyst_5300562,FSLY,Q4 2020,17-Feb-21,33 / 40,-6,-4,-10
Analyst_5300562,DDOG,Q4 2020,11-Feb-21,8/1,25,11,36
Analyst_5300562,NET,Q4 2020,11-Feb-21,27 / 50,-7,17,10
Analyst_5300562,FROG,Q4 2020,11-Feb-21,9/11,-7,-3,-10
Analyst_5300562,AYX,Q4 2020,9-Feb-21,2/1,13,24,37
Analyst_5300562,AMZN,Q4 2020,2-Feb-21,83 / 313,12,14,26
Analyst_5300562,GOOGL,Q4 2020,2-Feb-21,67 / 189,10,11,21
Analyst_5300562,BABA,Q3 2021,2-Feb-21,21 / 133,22,14,36
Analyst_5300562,TEAM,Q2 2021,28-Jan-21,12/30,8,17,25
Analyst_5300562,FROG,Q3 2021,4-Nov-21,5/7,11,-5,6
Analyst_5300562,MDB,Q3 2022,6-Dec-21,21 / 25,-5,8,3
Analyst_5300562,DOMO,Q3 2022,2-Dec-21,5/7,17,,17
Analyst_5300562,SPLK,Q3 2022,1-Dec-21,29 / 38,-5,,-5
Analyst_5300562,SNOW,Q3 2022,1-Dec-21,18 / 39,10,9,19
Analyst_5300562,NTNX,Q1 2022,23-Nov-21,13 / 15,-7,,-7
Analyst_5300562,AAIC,Q3 2021,9-Nov-21,4/4,-25,-25,-50
Analyst_5300562,NEWR,Q2 2022,8-Nov-21,8/8,7,,7
Analyst_5300562,TDC,Q3 2021,4-Nov-21,8/10,6,-3,3
Analyst_5300562,DDOG,Q3 2021,4-Nov-21,21 / 27,6,,6
Analyst_5300562,APPN,Q3 2021,4-Nov-21,4/8,15,,15
Analyst_5300562,FROG,Q3 2021,4-Nov-21,6/7,-9,11,2
Analyst_5300562,AYX,Q3 2021,2-Nov-21,1/19,-1,,-1
Analyst_7749299,RAMP,Q2 2022,2-Nov-21,3/3,10,,10
Analyst_7749299,TEAM,Q1 2022,28-Oct-21,17 / 23,8,,8
Needham_33,NOW,Q3 2021,27-Oct-21,23 / 34,8,,8
Needham_33,PEGA,Q3 2021,27-Oct-21,1/6,20,16,36
Needham_33,DT,Q2 2022,27-Oct-21,5/8,5,9,14
Needham_33,CVLT,Q2 2022,26-Oct-21,1/3,-3,-3,-6
Needham_33,ORCL,Q1 2022,13-Sep-21,23 / 48,11,-2,9
Needham_33,MDB,Q2 2022,2-Sep-21,13 / 18,4,9,13
Needham_33,NTNX,Q4 2021,1-Sep-21,9/11,8,,8
Needham_33,CLDR,Q2 2022,30-Aug-21,7/8,7,,7
Needham_33,DOMO,Q2 2022,26-Aug-21,3/4,6,,6
Needham_33,SPLK,Q2 2022,25-Aug-21,8/31,25,,25
Needham_33,SNOW,Q2 2022,25-Aug-21,22 / 42,13,11,24
Needham_33,TDC,Q2 2021,5-Aug-21,4/6,8,11,19
Needham_33,RAMP,Q1 2022,5-Aug-21,4/4,9,,9
Needham_33,APPN,Q2 2021,5-Aug-21,6/8,-4,,-4
Needham_33,FROG,Q2 2021,5-Aug-21,1/11,25,18,43
Needham_33,DDOG,Q2 2021,5-Aug-21,17 / 21,7,,7
Needham_33,AYX,Q2 2021,3-Aug-21,27 / 29,-8,,-8
Needham_33,AAIC,Q2 2021,3-Aug-21,6/6,-25,-25,-50
Needham_33,NEWR,Q1 2022,3-Aug-21,7/10,10,,10
Needham_33,TEAM,Q4 2021,29-Jul-21,10/23,20,,20
Needham_33,NOW,Q2 2021,28-Jul-21,31 / 40,7,,7
Needham_33,PEGA,Q2 2021,28-Jul-21,4/5,9,9,18
Needham_33,DT,Q1 2022,28-Jul-21,8/8,-25,8,-17
Needham_33,CVLT,Q1 2022,27-Jul-21,1/4,11,20,31
Needham_33,ORCL,Q4 2021,15-Jun-21,40 / 42,-4,-14,-18
Needham_33,MDB,Q1 2022,3-Jun-21,18 / 24,-5,10,5
Needham_33,SPLK,Q1 2022,2-Jun-21,35 / 49,-3,,-3
Needham_33,CLDR,Q1 2022,1-Jun-21,5/8,9,,9
Needham_33,DOMO,Q1 2022,27-May-21,5/6,8,,8
Needham_33,NTNX,Q3 2021,26-May-21,11/16,-4,,-4
Needham_33,SNOW,Q1 2022,26-May-21,53 / 60,-5,-5,-10
Needham_33,RAMP,Q4 2021,25-May-21,5/8,14,,14
Needham_33,NEWR,Q4 2021,13-May-21,5/8,13,,13
Needham_33,DT,Q4 2021,12-May-21,5/9,11,5,16
Needham_33,TDC,Q1 2021,6-May-21,8/10,-7,-7,-14
Needham_33,DDOG,Q1 2021,6-May-21,21 / 34,9,,9
Needham_33,RH,Q3 2021,8-Dec-21,10/22,11,17,28
Needham_33,JMIA,Q3 2021,16-Nov-21,8/11,-3,-2,-5
Needham_33,VUZI,Q3 2021,8-Nov-21,6/10,-2,-2,-4
Needham_33,ILMN,Q3 2021,4-Nov-21,10/13,-4,10,6
Needham_33,ABC,Q4 2021,4-Nov-21,4/7,10,11,21
Needham_33,WAT,Q3 2021,2-Nov-21,1/6,7,24,31
Needham_33,AAPL,Q4 2021,28-Oct-21,79 / 324,-1,-1,-2
Needham_33,ORLY,Q3 2021,27-Oct-21,6/9,9,7,16
Needham_33,TWTR,Q3 2021,26-Oct-21,13 / 87,-3,-1,-4
Needham_33,LOGI,Q2 2022,25-Oct-21,19 / 25,-1,8,7
Needham_33,AMKR,Q3 2021,25-Oct-21,5/5,5,7,12
Needham_33,FTCH,Q2 2021,19-Aug-21,8/10,-4,7,3
Needham_33,A,Q3 2021,17-Aug-21,10/17,11,14,25
Needham_33,FROG,Q2 2021,5-Aug-21,9/11,-3,-2,-5
Needham_33,EW,Q2 2021,29-Jul-21,5/9,11,9,20
Analyst_9374239,TWTR,Q2 2021,22-Jul-21,49 / 83,7,9,16
Analyst_9374239,ALV,Q2 2021,16-Jul-21,5/9,-3,-4,-7
Analyst_9374239,FTCH,Q1 2021,13-May-21,8/10,15,7,22
Analyst_9374239,ANET,Q1 2021,4-May-21,28 / 38,6,10,16
Analyst_9374239,LYB,Q1 2021,30-Apr-21,7/7,-8,-25,-33
Analyst_9374239,TROW,Q1 2021,29-Apr-21,6/8,14,5,19
Analyst_9374239,EBAY,Q1 2021,28-Apr-21,20 / 58,17,16,33
Analyst_9374239,QCOM,Q2 2021,28-Apr-21,52 / 77,9,10,19
Analyst_9374239,WM,Q1 2021,27-Apr-21,7/10,16,11,27
Analyst_9374239,JJSF,Q2 2021,26-Apr-21,10/10,-4,4,0
Analyst_9374239,AMKR,Q1 2021,26-Apr-21,2/11,6,24,30
Analyst_9374239,RH,Q4 2020,24-Mar-21,6/15,19,19,38
Analyst_9374239,COST,Q2 2021,4-Mar-21,40 / 65,-3,10,7
Analyst_9374239,VIAC,Q4 2020,24-Feb-21,7/20,-1,-1,-2
Analyst_9374239,DIS,Q1 2021,11-Feb-21,91 / 119,7,-2,5
Analyst_9374239,FROG,Q4 2020,11-Feb-21,2/11,25,10,35
Analyst_9374239,TWTR,Q4 2020,9-Feb-21,105 / 125,-5,-3,-8
Analyst_9374239,AIZ,Q4 2020,9-Feb-21,3/6,11,-3,8
Analyst_9374239,AKAM,Q4 2020,9-Feb-21,2/20,18,12,30
Analyst_9374239,ENPH,Q4 2020,9-Feb-21,23 / 39,9,10,19
Analyst_9374239,SNAP,Q4 2020,4-Feb-21,8/1,16,22,38
Analyst_9374239,GOOGL,Q4 2020,2-Feb-21,106 / 189,9,10,19
Analyst_9374239,AAPL,Q1 2021,27-Jan-21,385 / 502,-4,-4,-8
Analyst_9374239,JNJ,Q4 2020,26-Jan-21,29 / 57,-1,8,7
Analyst_9374239,ROK,Q1 2021,26-Jan-21,3/7,-4,14,10
Analyst_9374239,JMIA,Q3 2020,10-Nov-20,2/13,8,10,18
Analyst_9374239,CHWY,Q2 2020,10-Sep-20,10/29,11,11,22
Analyst_9374239,RH,Q2 2020,9-Sep-20,13 / 26,-3,-1,-4
Analyst_9374239,ZS,Q4 2020,9-Sep-20,27 / 56,15,8,23
Analyst_9374239,BKNG,Q2 2020,6-Aug-20,55 / 58,-24,-25,-49
Analyst_9374239,RTX,Q2 2020,28-Jul-20,38 / 41,-25,-25,-50
Analyst_9374239,RH,Q1 2020,4-Jun-20,15 / 22,-4,-2,-6
Analyst_9374239,HPQ,Q2 2020,27-May-20,5/1,14,13,27
Analyst_9374239,BKNG,Q1 2020,7-May-20,44 / 66,-3,-1,-4
Analyst_9374239,QCOM,Q2 2020,29-Apr-20,59 / 79,9,-5,4
Analyst_9374239,FROG,Q2 2021,5-Aug-21,4/11,-3,18,15
Analyst_9374239,FROG,Q1 2021,6-May-21,7/8,-9,-1,-10
Analyst_9374239,TSLA,Q1 2021,26-Apr-21,187 / 382,17,-6,11
Analyst_9374239,COST,Q2 2021,4-Mar-21,23 / 65,-8,17,9
Analyst_9374239,WORK,Q4 2021,4-Mar-21,4/25,25,-3,22
Analyst_9374239,OKTA,Q4 2021,3-Mar-21,6/1,13,24,37
Analyst_9374239,SNOW,Q4 2021,3-Mar-21,26 / 51,-3,12,9
Analyst_9374239,VEEV,Q4 2021,2-Mar-21,19 / 38,16,8,24
Analyst_9374239,MELI,Q4 2020,1-Mar-21,16 / 41,-4,17,13
Analyst_9374239,NVAX,Q4 2020,1-Mar-21,11/23,-1,15,14
Analyst_9374239,ZM,Q4 2021,1-Mar-21,42 / 111,11,15,26
Analyst_9374239,NIO,Q4 2020,1-Mar-21,76 / 99,-4,-2,-6
Analyst_9374239,DKNG,Q4 2020,26-Feb-21,28 / 33,-3,-4,-7
Analyst_9374239,VMW,Q4 2021,25-Feb-21,5/30,9,20,29
Analyst_9374239,ZS,Q2 2021,25-Feb-21,1/1,25,19,44
Analyst_9374239,ADSK,Q4 2021,25-Feb-21,16 / 22,25,-11,14
Analyst_8282636,ETSY,Q4 2020,25-Feb-21,18 / 48,9,12,21
Analyst_8282636,CRM,Q4 2021,25-Feb-21,56 / 113,8,10,18
lernout,BYND,Q4 2020,25-Feb-21,25 / 34,-3,-3,-6
Analyst_9372808,DASH,Q4 2020,25-Feb-21,17 / 19,8,-23,-15
Analyst_8540090,ABNB,Q4 2020,25-Feb-21,3/1,-2,18,16
Analyst_8540090,W,Q4 2020,25-Feb-21,3/18,19,-4,15
Calvin_S,MRNA,Q4 2020,25-Feb-21,23 / 40,9,-3,6
Calvin_S,NVDA,Q4 2021,24-Feb-21,88 / 224,10,18,28
Calvin_S,TDOC,Q4 2020,24-Feb-21,29 / 43,-4,-1,-5
Calvin_S,ESTC,Q3 2021,24-Feb-21,11/20,13,7,20
Calvin_S,INTU,Q2 2021,23-Feb-21,13 / 16,-5,-7,-12
Calvin_S,SQ,Q4 2020,23-Feb-21,17 / 124,17,22,39
Calvin_S,MDT,Q3 2021,23-Feb-21,14 / 19,12,-5,7
Calvin_S,AMAT,Q1 2021,18-Feb-21,24 / 35,10,12,22
Calvin_S,TTD,Q4 2020,18-Feb-21,11/1,9,15,24
Calvin_S,DBX,Q4 2020,18-Feb-21,26 / 36,13,-5,8
Calvin_S,ROKU,Q4 2020,18-Feb-21,34 / 71,9,14,23
Calvin_S,OLED,Q4 2020,18-Feb-21,11/13,-5,9,4
Calvin_S,FVRR,Q4 2020,18-Feb-21,22 / 33,-1,-3,-4
Calvin_S,TWLO,Q4 2020,17-Feb-21,25 / 50,7,12,19
Calvin_S,BIDU,Q4 2020,17-Feb-21,29 / 72,14,-3,11
Calvin_S,TLRY,Q2 2021,17-Feb-21,24 / 41,0,-3,-3
Calvin_S,FSLY,Q4 2020,17-Feb-21,36 / 40,-3,-14,-17
Calvin_S,SHOP,Q4 2020,17-Feb-21,16 / 93,15,22,37
Calvin_S,RNG,Q4 2020,16-Feb-21,6/21,14,13,27
Calvin_S,SEDG,Q4 2020,16-Feb-21,24 / 41,17,-3,14
Calvin_S,PLTR,Q4 2020,16-Feb-21,6/1,12,23,35
Calvin_S,DIS,Q1 2021,11-Feb-21,23 / 119,9,20,29
Calvin_S,HUBS,Q4 2020,11-Feb-21,4/18,11,15,26
Calvin_S,DXCM,Q4 2020,11-Feb-21,5/11,-3,18,15
Calvin_S,DDOG,Q4 2020,11-Feb-21,1/1,25,22,47
Calvin_S,NET,Q4 2020,11-Feb-21,4/1,14,23,37
Calvin_S,FROG,Q4 2020,11-Feb-21,8/11,-3,-7,-10
Calvin_S,PAYC,Q4 2020,10-Feb-21,1/26,21,18,39
Calvin_S,IRBT,Q4 2020,10-Feb-21,23 / 26,-5,-4,-9
Calvin_S,UBER,Q4 2020,10-Feb-21,33 / 47,-2,-4,-6
Calvin_S,MDB,Q3 2022,6-Dec-21,2/25,14,13,27
Calvin_S,NVDA,Q3 2022,17-Nov-21,92 / 212,14,11,25
Calvin_S,DIS,Q4 2021,10-Nov-21,41 / 96,-3,-2,-5
Calvin_S,DOCS,Q2 2022,9-Nov-21,7/9,10,7,17
Calvin_S,PLTR,Q3 2021,9-Nov-21,46 / 71,-11,16,5
Calvin_S,SQ,Q3 2021,4-Nov-21,47 / 91,-2,-5,-7
Calvin_S,ROKU,Q3 2021,3-Nov-21,29 / 68,11,-3,8
Calvin_S,APPS,Q2 2022,2-Nov-21,10/18,25,-10,15
Calvin_S,TWLO,Q3 2021,27-Oct-21,13 / 39,9,12,21
Calvin_S,SNAP,Q3 2021,21-Oct-21,28 / 74,11,-2,9
Calvin_S,NKE,Q1 2022,23-Sep-21,52 / 70,-2,-5,-7
Calvin_S,ADBE,Q3 2021,21-Sep-21,36 / 81,14,13,27
Calvin_S,LULU,Q2 2021,8-Sep-21,29 / 68,11,10,21
Calvin_S,VEEV,Q2 2022,1-Sep-21,10/19,17,-2,15
Calvin_S,OKTA,Q2 2022,1-Sep-21,8/28,10,16,26
Calvin_S,FIVE,Q2 2021,1-Sep-21,6/13,-2,-3,-5
Calvin_S,ZM,Q2 2022,30-Aug-21,34 / 83,13,18,31
Calvin_S,PTON,Q4 2021,26-Aug-21,39 / 55,-3,-2,-5
Calvin_S,XPEV,Q2 2021,26-Aug-21,5/13,17,-2,15
Calvin_S,CRM,Q2 2022,25-Aug-21,13 / 86,8,25,33
Calvin_S,ESTC,Q1 2022,25-Aug-21,6/18,14,12,26
Analyst_5039344,PANW,Q4 2021,23-Aug-21,21 / 38,9,10,19
Analyst_5039344,AMAT,Q3 2021,19-Aug-21,4/1,21,19,40
Analyst_5039344,NVDA,Q2 2022,18-Aug-21,8 / 157,25,20,45
Analyst_5039344,SE,Q2 2021,17-Aug-21,2/16,-5,19,14
Analyst_5039344,DIS,Q3 2021,12-Aug-21,44 / 95,9,15,24
Analyst_5039344,NIO,Q2 2021,11-Aug-21,45 / 59,-9,-1,-10
Analyst_5039344,COIN,Q2 2021,10-Aug-21,13 / 45,9,10,19
Analyst_5039344,VUZI,Q2 2021,9-Aug-21,8/10,-5,-3,-8
Analyst_5039344,TTD,Q2 2021,9-Aug-21,7/1,9,22,31
Analyst_5039344,MGNI,Q2 2021,5-Aug-21,11/13,-4,11,7
Analyst_5039344,PLUG,Q2 2021,5-Aug-21,14 / 22,-4,-2,-6
Analyst_5039344,PENN,Q2 2021,5-Aug-21,13 / 14,-6,-8,-14
Analyst_5039344,DDOG,Q2 2021,5-Aug-21,15 / 21,9,8,17
Analyst_5039344,ROKU,Q2 2021,4-Aug-21,25 / 54,10,17,27
Analyst_5039344,RNG,Q2 2021,3-Aug-21,2/16,17,12,29
Analyst_5039344,AMZN,Q2 2021,29-Jul-21,11 / 210,25,-3,22
Analyst_5039344,TWLO,Q2 2021,29-Jul-21,29 / 49,-6,15,9
Analyst_5039344,KLAC,Q4 2021,29-Jul-21,4/10,11,20,31
Analyst_5039344,NOW,Q2 2021,28-Jul-21,25 / 40,12,7,19
Analyst_5039344,FB,Q2 2021,28-Jul-21,83 / 199,12,13,25
Analyst_5039344,LRCX,Q4 2021,28-Jul-21,11/1,18,17,35
Analyst_5039344,SHOP,Q2 2021,28-Jul-21,9/1,10,22,32
Analyst_5039344,TER,Q2 2021,27-Jul-21,6/9,9,7,16
Analyst_5039344,AMD,Q2 2021,27-Jul-21,40 / 202,17,19,36
Analyst_5039344,TSLA,Q2 2021,26-Jul-21,35 / 315,12,18,30
Analyst_5039344,TWTR,Q2 2021,22-Jul-21,22 / 83,10,11,21
Analyst_5039344,SNAP,Q2 2021,22-Jul-21,3/1,14,10,24
Analyst_5039344,NFLX,Q2 2021,20-Jul-21,97 / 140,-4,-3,-7
Analyst_5039344,CMG,Q2 2021,20-Jul-21,21 / 38,10,-1,9
Analyst_5039344,COWN,Q3 2021,29-Oct-21,4/4,-20,-25,-45
Analyst_5039344,PIPR,Q3 2021,29-Oct-21,5/5,-14,-20,-34
Analyst_5039344,RJF,Q4 2021,27-Oct-21,6/7,-5,-6,-11
Analyst_5039344,MS,Q3 2021,14-Oct-21,31 / 31,-8,-25,-33
Analyst_5039344,PIPR,Q2 2021,30-Jul-21,5/5,-7,-7,-14
Analyst_5039344,RJF,Q3 2021,28-Jul-21,7/8,-5,-8,-13
Analyst_5039344,COWN,Q2 2021,28-Jul-21,6/6,-8,-5,-13
Analyst_5039344,MS,Q2 2021,15-Jul-21,33 / 34,-21,-25,-46
Analyst_5039344,HLI,Q4 2021,11-May-21,6/7,-4,-4,-8
Analyst_5039344,PIPR,Q1 2021,30-Apr-21,7/7,-10,-9,-19
Analyst_5039344,COWN,Q1 2021,29-Apr-21,8/8,-12,-6,-18
Analyst_5039344,RJF,Q2 2021,28-Apr-21,7/8,-4,-6,-10
Analyst_5039344,MS,Q1 2021,16-Apr-21,34 / 34,-7,-14,-21
Analyst_5039344,COWN,Q4 2020,11-Feb-21,4/4,-6,-6,-12
Analyst_5039344,MC,Q4 2020,10-Feb-21,4/4,-6,-5,-11
Analyst_5039344,LAZ,Q4 2020,5-Feb-21,1/5,12,18,30
Analyst_5039344,GHL,Q4 2020,4-Feb-21,1/4,-4,10,6
Analyst_5039344,PIPR,Q4 2020,4-Feb-21,1/4,13,16,29
Analyst_5039344,EVR,Q4 2020,3-Feb-21,1/5,12,12,24
Analyst_5039344,HLI,Q3 2021,28-Jan-21,2/4,-3,-3,-6
Analyst_5039344,RJF,Q1 2021,27-Jan-21,1/6,19,16,35
Analyst_5039344,NTRS,Q4 2020,21-Jan-21,6/6,-25,-14,-39
Buck_355861,MS,Q4 2020,20-Jan-21,30 / 30,9,-7,2
Buck_355861,BK,Q4 2020,20-Jan-21,10/10,-9,-10,-19
Buck_355861,STT,Q4 2020,19-Jan-21,10/10,-21,-4,-25
Buck_355861,GS,Q4 2020,19-Jan-21,42 / 49,-4,-5,-9
Buck_355861,BAC,Q4 2020,19-Jan-21,59 / 59,-25,-25,-50
Buck_355861,C,Q4 2020,15-Jan-21,38 / 40,17,-25,-8
Buck_355861,JPM,Q4 2020,15-Jan-21,13 / 84,11,19,30
Buck_355861,WFC,Q4 2020,15-Jan-21,39 / 39,-25,-25,-50
Buck_355861,GHL,Q3 2020,2-Nov-20,3/3,-9,-25,-34
Buck_355861,PIPR,Q3 2020,30-Oct-20,1/4,12,18,30
Buck_355861,HLI,Q2 2021,29-Oct-20,1/4,20,13,33
Buck_355861,LAZ,Q3 2020,29-Oct-20,5/6,8,-9,-1
Buck_355861,RJF,Q4 2020,28-Oct-20,2/5,10,10,20
Buck_355861,COWN,Q3 2020,27-Oct-20,2/6,15,10,25
Buck_355861,MC,Q3 2020,26-Oct-20,1/5,16,14,30
Buck_355861,NTRS,Q3 2020,21-Oct-20,5/5,-19,-25,-44
Buck_355861,EVR,Q3 2020,21-Oct-20,4/4,-4,-4,-8
Buck_355861,STT,Q3 2020,16-Oct-20,13 / 13,-22,-25,-47
Buck_355861,BK,Q3 2020,16-Oct-20,11/11,-20,-25,-45
Buck_355861,MS,Q3 2020,15-Oct-20,23 / 27,9,-6,3
Buck_355861,WFC,Q3 2020,14-Oct-20,46 / 46,-25,-7,-32
Buck_355861,GS,Q3 2020,14-Oct-20,27 / 50,11,-4,7
Buck_355861,BAC,Q3 2020,14-Oct-20,66 / 66,-25,-19,-44
Buck_355861,JPM,Q3 2020,13-Oct-20,1/1,18,23,41
Buck_355861,C,Q3 2020,13-Oct-20,42 / 42,-7,-25,-32
Buck_355861,LAZ,Q2 2020,31-Jul-20,6/7,10,-16,-6
Buck_355861,PIPR,Q2 2020,31-Jul-20,2/6,12,14,26
Buck_355861,RJF,Q3 2020,29-Jul-20,6/6,-25,-25,-50
Buck_355861,CRWD,Q3 2022,1-Dec-21,9/1,14,21,35
Buck_355861,NVDA,Q3 2022,17-Nov-21,187 / 212,-21,12,-9
Buck_355861,CELH,Q3 2021,11-Nov-21,8/16,-4,11,7
Buck_355861,QCOM,Q4 2021,3-Nov-21,17 / 64,14,10,24
Buck_355861,APPS,Q2 2022,2-Nov-21,9/18,19,-3,16
Buck_355861,TER,Q3 2021,26-Oct-21,1/9,18,15,33
Buck_355861,BX,Q3 2021,21-Oct-21,8/12,10,8,18
Buck_355861,NVDA,Q2 2022,18-Aug-21,109 / 157,-7,19,12
Buck_355861,CELH,Q2 2021,14-Aug-21,1/9,25,-2,23
Buck_355861,PLTR,Q2 2021,12-Aug-21,9/1,-2,24,22
Buck_355861,APPS,Q1 2022,9-Aug-21,10/13,-9,12,3
Buck_355861,ET,Q2 2021,3-Aug-21,5/9,-2,-2,-4
Buck_355861,QCOM,Q3 2021,28-Jul-21,29 / 73,12,12,24
Buck_355861,COWN,Q2 2021,28-Jul-21,1/6,-3,23,20
Buck_355861,TER,Q2 2021,27-Jul-21,4/9,15,13,28
Buck_355861,BX,Q2 2021,22-Jul-21,8/9,-9,12,3
Buck_355861,CRWD,Q1 2022,3-Jun-21,25 / 78,13,20,33
Buck_355861,NVDA,Q1 2022,26-May-21,130 / 195,-4,19,15
Buck_355861,CELH,Q1 2021,13-May-21,2/7,-3,13,10
Buck_355861,PLTR,Q1 2021,11-May-21,30 / 95,-3,22,19
Buck_355861,LPX,Q1 2021,4-May-21,6/11,16,7,23
Buck_355861,QCOM,Q2 2021,28-Apr-21,16 / 77,16,13,29
Buck_355861,TER,Q1 2021,27-Apr-21,2/14,21,23,44
Analyst_2453690,BX,Q1 2021,22-Apr-21,11/15,8,6,14
Analyst_2453690,ERIC,Q1 2021,21-Apr-21,14 / 16,-8,-5,-13
Analyst_2453690,CRWD,Q4 2021,16-Mar-21,28 / 72,19,12,31
Analyst_2453690,NVDA,Q4 2021,24-Feb-21,172 / 224,-22,17,-5
Analyst_2453690,PLTR,Q4 2020,16-Feb-21,1/1,25,21,46
Analyst_2453690,TER,Q4 2020,27-Jan-21,1/8,25,14,39
Analyst_2453690,BX,Q4 2020,27-Jan-21,2/11,23,-2,21
Analyst_2453690,CRWD,Q3 2021,2-Dec-20,21 / 61,15,10,25
Analyst_2453690,NVDA,Q3 2021,18-Nov-20,124 / 196,-6,14,8
Analyst_2453690,BX,Q3 2020,28-Oct-20,1/12,21,-1,20
Analyst_2453690,VZ,Q3 2020,21-Oct-20,8/1,17,-1,16
Analyst_2453690,TER,Q3 2020,20-Oct-20,8/12,12,8,20
Analyst_2453690,CRWD,Q2 2021,2-Sep-20,21 / 82,18,12,30
Analyst_2453690,NVDA,Q2 2021,19-Aug-20,192 / 251,-25,14,-11
Analyst_2453690,DBX,Q2 2020,6-Aug-20,1/1,25,20,45
Analyst_2453690,NET,Q2 2020,6-Aug-20,22 / 59,16,8,24
Analyst_2453690,CORT,Q2 2020,4-Aug-20,4/9,8,-2,6
Analyst_2453690,ICE,Q2 2020,30-Jul-20,5/6,-6,-7,-13
Analyst_2453690,TER,Q2 2020,21-Jul-20,9/18,10,9,19
Analyst_2453690,LEN,Q2 2020,15-Jun-20,7/15,11,-5,6
Analyst_2453690,NVDA,Q1 2021,21-May-20,223 / 250,-21,12,-9
