analyst_id,Ticker,Quarter,Reported,Rank,EpsPoints,RevenuePoints,TotalPoints
GregTripple,MCHP,Q4 2021,6-May-21,11/11,-22,-25,-47
GregTripple,IAC,Q1 2021,6-May-21,12/12,13,-25,-12
GregTripple,AXON,Q1 2021,6-May-21,6/10,22,-7,15
GregTripple,ROKU,Q1 2021,6-May-21,36 / 47,-5,12,7
GregTripple,BYND,Q1 2021,6-May-21,28 / 27,-8,-25,-33
GregTripple,PGNY,Q1 2021,6-May-21,5/5,9,-25,-16
GregTripple,AVLR,Q1 2021,6-May-21,11/13,-3,-10,-13
GregTripple,MRNA,Q1 2021,6-May-21,29 / 30,-25,-25,-50
GregTripple,PYPL,Q1 2021,5-May-21,143 / 145,-10,-25,-35
GregTripple,MELI,Q1 2021,5-May-21,26 / 26,-6,-12,-18
GregTripple,TWLO,Q1 2021,5-May-21,45 / 52,14,-14,0
GregTripple,SRPT,Q1 2021,5-May-21,11/11,-19,-21,-40
GregTripple,ETSY,Q1 2021,5-May-21,43 / 43,-25,-25,-50
GregTripple,CYBR,Q1 2021,5-May-21,16 / 16,-19,-25,-44
GregTripple,SITE,Q1 2021,5-May-21,7/7,-4,-6,-10
GregTripple,AYX,Q1 2021,4-May-21,25 / 27,4,-9,-5
GregTripple,EXAS,Q1 2021,4-May-21,1/17,20,22,42
GregTripple,PAYC,Q1 2021,4-May-21,15 / 19,-9,-1,-10
GregTripple,LPSN,Q1 2021,4-May-21,10/10,-6,-8,-14
GregTripple,AMRC,Q1 2021,4-May-21,6/8,8,9,17
GregTripple,ANET,Q1 2021,4-May-21,38 / 38,-23,-21,-44
GregTripple,ZG,Q1 2021,4-May-21,33 / 39,-21,21,0
GregTripple,CDLX,Q1 2021,4-May-21,6/6,-20,-23,-43
GregTripple,ARWR,Q2 2021,4-May-21,1/5,17,16,33
GregTripple,RNG,Q1 2021,4-May-21,15 / 17,-5,-18,-23
GregTripple,NVTA,Q1 2021,4-May-21,13 / 15,-4,-25,-29
GregTripple,UPWK,Q1 2021,4-May-21,14 / 18,17,-12,5
GregTripple,IDXX,Q1 2021,4-May-21,6/7,-6,-9,-15
GregTripple,CRL,Q1 2021,4-May-21,8/8,-13,-17,-30
GregTripple,ZG,Q4 2020,10-Feb-21,32 / 32,-18,-25,-43
GregTripple,ZG,Q3 2020,5-Nov-20,33 / 36,-9,-12,-21
GregTripple,ZG,Q2 2020,6-Aug-20,13 / 37,-3,13,10
GregTripple,ZG,Q1 2020,7-May-20,8/1,13,12,25
GregTripple,LOVE,Q3 2022,8-Dec-21,7/7,,8,8
GregTripple,SFIX,Q1 2022,7-Dec-21,21 / 28,,-3,-3
Analyst_3900592,APRN,Q3 2021,9-Nov-21,3/5,,-3,-3
Analyst_3900592,DKNG,Q3 2021,5-Nov-21,18 / 41,,-2,-2
Analyst_3900592,PTON,Q1 2022,4-Nov-21,7/1,,24,24
Analyst_3900592,UBER,Q3 2021,4-Nov-21,11/1,,9,9
Analyst_3900592,ABNB,Q3 2021,4-Nov-21,33 / 39,-7,-3,-10
Canaccord_205,W,Q3 2021,4-Nov-21,10/15,,-2,-2
Canaccord_205,ETSY,Q3 2021,3-Nov-21,27 / 35,-6,-2,-8
Canaccord_205,TRUP,Q3 2021,3-Nov-21,3/3,,6,6
Canaccord_205,SKLZ,Q3 2021,3-Nov-21,2/18,,21,21
Canaccord_205,LYFT,Q3 2021,2-Nov-21,17 / 26,,-1,-1
Canaccord_205,ZG,Q3 2021,2-Nov-21,30 / 30,,-25,-25
Canaccord_205,EVER,Q3 2021,1-Nov-21,1/8,,22,22
Canaccord_205,AMZN,Q3 2021,28-Oct-21,12 / 210,,22,22
Canaccord_205,SPOT,Q3 2021,27-Oct-21,22 / 25,,-25,-25
Canaccord_205,TWTR,Q3 2021,26-Oct-21,2/1,,24,24
Canaccord_205,GOOGL,Q3 2021,26-Oct-21,144 / 157,-6,-25,-31
Canaccord_205,FB,Q3 2021,25-Oct-21,74 / 185,-2,-1,-3
Canaccord_205,SNAP,Q3 2021,21-Oct-21,12/1,-6,19,13
Canaccord_205,NFLX,Q3 2021,19-Oct-21,17 / 144,12,-1,11
Canaccord_205,SFIX,Q4 2021,21-Sep-21,19 / 21,,-5,-5
Canaccord_205,LOVE,Q2 2022,9-Sep-21,7/9,,8,8
Canaccord_205,PTON,Q4 2021,26-Aug-21,18 / 55,,-1,-1
Canaccord_205,ABNB,Q2 2021,12-Aug-21,37 / 49,-5,11,6
Canaccord_205,DKNG,Q2 2021,6-Aug-21,15 / 22,,-4,-4
Canaccord_205,TRUP,Q2 2021,5-Aug-21,4/4,,6,6
Canaccord_205,ZG,Q2 2021,5-Aug-21,15 / 23,,15,15
Canaccord_205,W,Q2 2021,5-Aug-21,12/18,,-3,-3
Canaccord_205,ETSY,Q2 2021,4-Aug-21,18 / 36,-2,-1,-3
Canaccord_205,UBER,Q2 2021,4-Aug-21,14 / 35,,12,12
Canaccord_205,LYFT,Q2 2021,3-Aug-21,18 / 25,,-4,-4
Canaccord_205,SKLZ,Q2 2021,3-Aug-21,8/13,,-6,-6
Canaccord_205,APRN,Q2 2021,3-Aug-21,1/4,,23,23
Canaccord_205,EVER,Q2 2021,2-Aug-21,5/8,,11,11
Canaccord_205,AMZN,Q2 2021,29-Jul-21,166 / 210,,-1,-1
Canaccord_205,FB,Q2 2021,28-Jul-21,158 / 199,-5,9,4
Canaccord_205,SPOT,Q2 2021,28-Jul-21,31 / 33,,-25,-25
Canaccord_205,GOOGL,Q2 2021,27-Jul-21,146 / 163,-5,-5,-10
Canaccord_205,TWTR,Q2 2021,22-Jul-21,71 / 83,,-4,-4
Canaccord_205,SNAP,Q2 2021,22-Jul-21,48 / 49,-6,-4,-10
Canaccord_205,NFLX,Q2 2021,20-Jul-21,72 / 140,-4,-1,-5
Canaccord_205,LOVE,Q1 2022,9-Jun-21,10/10,,-10,-10
Canaccord_205,SFIX,Q3 2021,7-Jun-21,15 / 21,,10,10
Canaccord_205,ABNB,Q1 2021,13-May-21,7/1,11,8,19
Canaccord_205,DKNG,Q1 2021,7-May-21,16 / 29,,-4,-4
Canaccord_205,LEAF,Q1 2021,6-May-21,2/2,,-12,-12
Canaccord_205,PTON,Q3 2021,6-May-21,39 / 44,,-4,-4
Canaccord_205,W,Q1 2021,6-May-21,9/13,,-3,-3
Canaccord_205,APRN,Q1 2021,6-May-21,2/2,,-5,-5
Canaccord_205,GME,Q3 2021,8-Dec-21,47 / 68,-3,9,6
Canaccord_205,SIG,Q3 2022,2-Dec-21,11/12,5,-5,0
Canaccord_205,CRM,Q3 2022,30-Nov-21,12/1,12,24,36
Canaccord_205,GPS,Q3 2021,23-Nov-21,5/14,-3,-3,-6
Canaccord_205,FL,Q3 2021,19-Nov-21,13 / 22,10,-2,8
Canaccord_205,KGC,Q3 2021,10-Nov-21,1/7,25,-3,22
Canaccord_205,DBX,Q3 2021,4-Nov-21,8/20,-3,21,18
Canaccord_205,GOLD,Q3 2021,4-Nov-21,13 / 21,-5,-3,-8
Analyst_7825399,QCOM,Q4 2021,3-Nov-21,31 / 64,11,10,21
Analyst_7825399,VSH,Q3 2021,3-Nov-21,3/3,-16,-5,-21
Analyst_7825399,CVS,Q3 2021,3-Nov-21,22 / 35,8,8,16
Analyst_7825399,HLF,Q3 2021,2-Nov-21,6/7,7,-1,6
Analyst_7825399,ATVI,Q3 2021,2-Nov-21,13 / 48,-2,-1,-3
Analyst_7825399,PFE,Q3 2021,2-Nov-21,22 / 42,9,13,22
Analyst_7825399,MRK,Q3 2021,28-Oct-21,5/27,13,10,23
Analyst_7825399,MA,Q3 2021,28-Oct-21,22 / 52,8,18,26
Analyst_7825399,EBAY,Q3 2021,27-Oct-21,27 / 38,-3,14,11
Analyst_7825399,KO,Q3 2021,27-Oct-21,22 / 33,7,11,18
Analyst_7825399,HOG,Q3 2021,27-Oct-21,3/15,-4,21,17
Analyst_7825399,AMD,Q3 2021,26-Oct-21,104 / 179,11,12,23
Analyst_7825399,MMM,Q3 2021,26-Oct-21,19 / 20,5,6,11
Analyst_7825399,INTC,Q3 2021,21-Oct-21,45 / 120,9,-2,7
Analyst_7825399,VZ,Q3 2021,20-Oct-21,6/27,21,-7,14
Analyst_7825399,C,Q3 2021,14-Oct-21,10/1,-5,24,19
Analyst_7825399,MU,Q4 2021,28-Sep-21,2/1,23,22,45
Analyst_7825399,SIG,Q2 2022,2-Sep-21,9/12,-4,-4,-8
Analyst_7825399,GPS,Q2 2021,26-Aug-21,8/9,-5,8,3
Analyst_7825399,JD,Q2 2021,23-Aug-21,26 / 36,13,23,36
Analyst_7825399,FL,Q2 2021,20-Aug-21,11/15,9,-3,6
Analyst_7825399,KSS,Q2 2021,19-Aug-21,12/14,-3,-4,-7
Analyst_7825399,AVT,Q4 2021,11-Aug-21,5/7,8,14,22
Analyst_7825399,TSN,Q3 2021,9-Aug-21,16 / 21,-4,10,6
Analyst_7825399,GOLD,Q2 2021,9-Aug-21,15 / 29,12,-1,11
Analyst_7825399,FND,Q2 2021,5-Aug-21,5/7,-4,10,6
Analyst_7825399,ROKU,Q2 2021,4-Aug-21,36 / 54,7,11,18
Analyst_7825399,GM,Q2 2021,4-Aug-21,8/1,20,7,27
Analyst_7825399,CVS,Q2 2021,4-Aug-21,4/30,9,15,24
Analyst_7825399,ATVI,Q2 2021,3-Aug-21,21 / 44,12,-2,10
Analyst_7825399,HFC,Q2 2021,3-Aug-21,3/3,-4,-4,-8
Analyst_7825399,KGC,Q2 2021,28-Jul-21,1/7,25,-1,24
Analyst_7825399,TEVA,Q2 2021,28-Jul-21,6/18,-1,-2,-3
Analyst_7825399,INTC,Q2 2021,22-Jul-21,84 / 112,7,-4,3
Analyst_7825399,T,Q2 2021,22-Jul-21,27 / 35,-5,7,2
Analyst_7825399,HOG,Q2 2021,21-Jul-21,10/13,9,-3,6
Analyst_7825399,KO,Q2 2021,21-Jul-21,5/1,12,9,21
Analyst_7825399,VZ,Q2 2021,21-Jul-21,15 / 27,11,-4,7
Analyst_7825399,IBM,Q2 2021,19-Jul-21,40 / 63,-3,10,7
Analyst_7825399,WFC,Q2 2021,14-Jul-21,20 / 36,10,9,19
Analyst_7825399,JPM,Q2 2021,13-Jul-21,37 / 91,10,17,27
Analyst_7825399,PFE,Q1 2021,4-May-21,4/1,11,16,27
Analyst_7825399,PDD,Q3 2021,26-Nov-21,11/16,-3,-4,-7
Analyst_7825399,FUTU,Q3 2021,24-Nov-21,4/12,9,-1,8
Analyst_7825399,VMW,Q3 2022,23-Nov-21,7/31,14,13,27
Analyst_7825399,MDT,Q2 2022,23-Nov-21,14 / 15,-3,-4,-7
Analyst_7825399,FTCH,Q3 2021,18-Nov-21,2/10,18,19,37
Analyst_7825399,BABA,Q2 2022,18-Nov-21,3 / 161,-3,25,22
Analyst_7825399,NVDA,Q3 2022,17-Nov-21,89 / 212,14,11,25
Analyst_7825399,CSCO,Q1 2022,17-Nov-21,32 / 65,16,-3,13
Analyst_7825399,WMT,Q3 2022,16-Nov-21,17 / 54,13,13,26
SmitandCo,HD,Q3 2021,16-Nov-21,31 / 49,8,9,17
SmitandCo,BYND,Q3 2021,10-Nov-21,19 / 30,-3,-6,-9
SmitandCo,KGC,Q3 2021,10-Nov-21,4/7,16,-3,13
SmitandCo,DIS,Q4 2021,10-Nov-21,59 / 96,-4,-2,-6
SmitandCo,ACB,Q1 2022,9-Nov-21,4/5,10,-3,7
SmitandCo,DASH,Q3 2021,9-Nov-21,10/21,-4,24,20
SmitandCo,REAL,Q3 2021,8-Nov-21,7/7,-6,-7,-13
SmitandCo,RBLX,Q3 2021,8-Nov-21,17 / 28,11,-5,6
SmitandCo,CGC,Q2 2022,5-Nov-21,9/13,-4,-3,-7
SmitandCo,GRPN,Q3 2021,4-Nov-21,7/10,10,-5,5
SmitandCo,MCHP,Q2 2022,4-Nov-21,4/14,19,-1,18
SmitandCo,GOLD,Q3 2021,4-Nov-21,6/21,-1,-2,-3
SmitandCo,EA,Q2 2022,3-Nov-21,7/28,-3,18,15
SmitandCo,ETSY,Q3 2021,3-Nov-21,29 / 35,-3,-6,-9
SmitandCo,ROKU,Q3 2021,3-Nov-21,20 / 68,14,-4,10
SmitandCo,BGFV,Q3 2021,2-Nov-21,8/14,-4,-3,-7
SmitandCo,PFE,Q3 2021,2-Nov-21,8/1,11,15,26
SmitandCo,CLX,Q1 2022,1-Nov-21,1/11,24,12,36
SmitandCo,NXPI,Q3 2021,1-Nov-21,28 / 31,-12,-1,-13
SmitandCo,CCJ,Q3 2021,29-Oct-21,7/8,-3,-4,-7
SmitandCo,X,Q3 2021,28-Oct-21,1/15,16,22,38
SmitandCo,CAT,Q3 2021,28-Oct-21,20 / 27,10,-4,6
SmitandCo,TDOC,Q3 2021,27-Oct-21,6/1,16,16,32
SmitandCo,KO,Q3 2021,27-Oct-21,8/1,9,22,31
SmitandCo,MCD,Q3 2021,27-Oct-21,1/1,11,24,35
SmitandCo,HOG,Q3 2021,27-Oct-21,15 / 15,-6,-7,-13
SmitandCo,SPOT,Q3 2021,27-Oct-21,4/25,11,12,23
SmitandCo,KHC,Q3 2021,27-Oct-21,2/9,21,11,32
SmitandCo,TXN,Q3 2021,26-Oct-21,17 / 38,-2,-3,-5
SmitandCo,AMD,Q3 2021,26-Oct-21,60 / 179,18,14,32
SmitandCo,MMM,Q3 2021,26-Oct-21,6/20,8,19,27
SmitandCo,CLF,Q3 2021,22-Oct-21,10/23,18,11,29
SmitandCo,FCX,Q3 2021,21-Oct-21,1/17,-5,23,18
SmitandCo,TSLA,Q3 2021,20-Oct-21,32 / 302,14,18,32
SmitandCo,NFLX,Q3 2021,19-Oct-21,38 / 144,10,-2,8
SmitandCo,JNJ,Q3 2021,19-Oct-21,11/1,13,-4,9
SmitandCo,PG,Q1 2022,19-Oct-21,9/27,17,11,28
SmitandCo,AA,Q3 2021,14-Oct-21,17 / 21,-4,-4,-8
SmitandCo,TSM,Q3 2021,14-Oct-21,23 / 44,23,-3,20
SmitandCo,WFC,Q3 2021,14-Oct-21,9/26,-5,21,16
SmitandCo,BAC,Q3 2021,14-Oct-21,3/1,22,12,34
SmitandCo,KGC,Q3 2021,10-Nov-21,3/7,16,-2,14
SmitandCo,BABA,Q2 2022,18-Nov-21,154 / 161,-19,-12,-31
SmitandCo,FSM,Q3 2021,11-Nov-21,4/4,-5,-13,-18
SmitandCo,KGC,Q3 2021,10-Nov-21,7/7,-15,-9,-24
SmitandCo,PLTR,Q3 2021,9-Nov-21,12/1,-3,25,22
SmitandCo,BRK-B,Q3 2021,6-Nov-21,11/16,-3,-4,-7
SmitandCo,AOSL,Q1 2022,4-Nov-21,5/5,-11,-9,-20
SmitandCo,AG,Q3 2021,4-Nov-21,3/3,-7,-5,-12
SmitandCo,VRTX,Q3 2021,2-Nov-21,3/21,19,9,28
SmitandCo,AAPL,Q4 2021,28-Oct-21,145 / 324,-2,-3,-5
Analyst_1701623,CLB,Q3 2021,27-Oct-21,1/11,-1,13,12
Analyst_1701623,AEM,Q3 2021,27-Oct-21,4/4,-14,-13,-27
Analyst_5940717,INTC,Q3 2021,21-Oct-21,73 / 120,9,-3,6
Analyst_7227115,FCX,Q3 2021,21-Oct-21,2/17,19,-3,16
Analyst_7227115,SLM,Q3 2021,20-Oct-21,4/4,-12,-2,-14
Analyst_7227115,EL,Q4 2021,19-Aug-21,1/10,10,20,30
Analyst_7227115,AG,Q2 2021,17-Aug-21,3/3,-4,-11,-15
Analyst_7227115,PLTR,Q2 2021,12-Aug-21,14 / 81,-4,24,20
Analyst_7227115,AOSL,Q4 2021,11-Aug-21,2/2,10,9,19
Analyst_7227115,FSM,Q2 2021,11-Aug-21,3/3,-7,-13,-20
Analyst_7227115,BRK-B,Q2 2021,7-Aug-21,9/1,12,11,23
Analyst_7227115,FND,Q2 2021,5-Aug-21,7/7,-8,-16,-24
Analyst_7227115,CLNE,Q2 2021,5-Aug-21,2/9,25,-3,22
Analyst_7227115,WYNN,Q2 2021,4-Aug-21,28 / 29,-8,-11,-19
Analyst_7227115,BABA,Q1 2022,3-Aug-21,102 / 115,-5,-5,-10
Analyst_7227115,VRTX,Q2 2021,29-Jul-21,3/22,15,22,37
Analyst_7227115,KGC,Q2 2021,28-Jul-21,6/7,-11,-7,-18
Analyst_7227115,AEM,Q2 2021,28-Jul-21,5/5,20,-10,10
Analyst_7227115,AAPL,Q3 2021,27-Jul-21,166 / 348,10,11,21
Analyst_7227115,BABA,Q4 2021,13-May-21,24 / 138,-3,20,17
Analyst_7227115,PLTR,Q1 2021,11-May-21,36 / 95,-6,23,17
Analyst_7227115,GOOGL,Q4 2020,2-Feb-21,168 / 189,-5,-6,-11
Analyst_7227115,V,Q1 2021,28-Jan-21,79 / 83,-5,-25,-30
Analyst_7227115,AAPL,Q1 2021,27-Jan-21,492 / 502,-7,-10,-17
Analyst_7227115,IBM,Q4 2020,21-Jan-21,80 / 85,-25,-18,-43
Analyst_7227115,PLAY,Q3 2020,10-Dec-20,18 / 18,-25,-25,-50
Analyst_7227115,GOOGL,Q3 2020,29-Oct-20,32 / 203,10,13,23
Analyst_7227115,AAPL,Q4 2020,29-Oct-20,187 / 387,17,-3,14
Analyst_7227115,V,Q4 2020,28-Oct-20,95 / 106,-25,-25,-50
Analyst_7227115,IBM,Q3 2020,19-Oct-20,97 / 100,-25,-25,-50
Analyst_7227115,PLAY,Q2 2020,10-Sep-20,13 / 14,-25,-13,-38
Analyst_7227115,GOOGL,Q2 2020,30-Jul-20,161 / 265,19,-9,10
Analyst_7227115,AAPL,Q3 2020,30-Jul-20,89 / 408,12,11,23
Analyst_7227115,V,Q3 2020,28-Jul-20,102 / 122,-10,-15,-25
Analyst_7227115,IBM,Q2 2020,20-Jul-20,98 / 105,-25,-14,-39
Analyst_7227115,ANGO,Q4 2020,16-Jul-20,5/5,-25,-12,-37
Analyst_7227115,JNJ,Q2 2020,16-Jul-20,68 / 78,-15,-14,-29
Analyst_7227115,WFC,Q2 2020,14-Jul-20,65 / 77,-5,-6,-11
Analyst_7227115,FAST,Q2 2020,14-Jul-20,20 / 21,-5,-25,-30
Analyst_7227115,GBX,Q3 2020,10-Jul-20,2/15,16,15,31
Analyst_7227115,WDFC,Q3 2020,9-Jul-20,4/11,-4,17,13
Analyst_7227115,NGD,Q2 2021,11-Aug-21,3/4,25,-6,19
Analyst_7227115,GOLD,Q2 2021,9-Aug-21,21 / 29,-3,-1,-4
Analyst_7227115,DBX,Q2 2021,5-Aug-21,11/23,9,19,28
Analyst_7227115,HL,Q2 2021,5-Aug-21,6/7,-3,-4,-7
Analyst_7227115,VSAT,Q1 2022,5-Aug-21,3/5,-7,11,4
Analyst_7227115,BABA,Q1 2022,3-Aug-21,31 / 115,13,-2,11
Analyst_7227115,FB,Q2 2021,28-Jul-21,94 / 199,9,13,22
Analyst_7227115,KGC,Q2 2021,28-Jul-21,4/7,-2,-2,-4
Analyst_7227115,AEM,Q2 2021,28-Jul-21,3/5,11,12,23
Analyst_7227115,TDOC,Q2 2021,27-Jul-21,24 / 33,-3,-4,-7
Analyst_7227115,NEM,Q2 2021,22-Jul-21,7/9,14,-2,12
Analyst_7227115,VSAT,Q4 2021,25-May-21,4/7,14,-7,7
Analyst_7227115,BABA,Q4 2021,13-May-21,96 / 138,-3,-2,-5
Analyst_3343247,DBX,Q1 2021,6-May-21,9/18,21,9,30
Analyst_3343247,REGN,Q1 2021,6-May-21,2/23,22,-1,21
Analyst_3343247,KL,Q1 2021,6-May-21,6/6,-8,-22,-30
Analyst_3343247,GOLD,Q1 2021,5-May-21,11/20,-2,-2,-4
Analyst_3343247,BHC,Q1 2021,4-May-21,7/15,-2,-2,-4
Analyst_3343247,AEM,Q1 2021,29-Apr-21,1/5,18,15,33
Analyst_3343247,NEM,Q1 2021,29-Apr-21,10/10,-11,-4,-15
Analyst_3343247,TEVA,Q1 2021,28-Apr-21,11/22,10,8,18
Analyst_3343247,MU,Q2 2021,31-Mar-21,30 / 109,16,23,39
Analyst_3343247,LC,Q4 2020,10-Mar-21,6/7,-15,14,-1
Analyst_3343247,NGD,Q4 2020,18-Feb-21,1/4,25,23,48
Analyst_3343247,DBX,Q4 2020,18-Feb-21,8/1,18,17,35
Analyst_3343247,GOLD,Q4 2020,18-Feb-21,29 / 34,-12,-2,-14
Analyst_3343247,HL,Q4 2020,18-Feb-21,7/7,-25,-12,-37
Analyst_3343247,AEM,Q4 2020,11-Feb-21,3/3,-8,-8,-16
Analyst_3343247,TEVA,Q4 2020,10-Feb-21,1/22,25,15,40
Analyst_3343247,VSAT,Q3 2021,4-Feb-21,1/5,24,-5,19
Analyst_3343247,AMZN,Q4 2020,2-Feb-21,80 / 313,12,15,27
Analyst_3343247,GOOGL,Q4 2020,2-Feb-21,121 / 189,10,-3,7
Analyst_3343247,BABA,Q3 2021,2-Feb-21,7 / 133,22,17,39
Analyst_3343247,FB,Q4 2020,27-Jan-21,211 / 258,-4,-4,-8
Analyst_3343247,TSLA,Q4 2020,27-Jan-21,14 / 413,14,17,31
Analyst_3343247,AAPL,Q1 2021,27-Jan-21,443 / 502,-4,-5,-9
Analyst_3343247,MSFT,Q2 2021,26-Jan-21,14 / 276,12,17,29
Analyst_3343247,NFLX,Q4 2020,19-Jan-21,38 / 190,-5,23,18
Analyst_3343247,MU,Q1 2021,7-Jan-21,26 / 100,17,20,37
Analyst_3343247,BIDU,Q3 2020,16-Nov-20,32 / 88,10,-3,7
Analyst_3343247,CSCO,Q1 2021,12-Nov-20,13 / 107,14,24,38
Analyst_3343247,LYFT,Q3 2020,10-Nov-20,26 / 35,-2,-1,-3
Analyst_3343247,HL,Q3 2020,9-Nov-20,4/12,15,12,27
Analyst_3343247,VSAT,Q2 2021,5-Nov-20,1/5,17,-3,14
Analyst_3343247,DBX,Q3 2020,5-Nov-20,2/1,17,20,37
Analyst_3343247,UBER,Q3 2020,5-Nov-20,4/1,-1,22,21
Analyst_3343247,NGD,Q3 2020,5-Nov-20,1/7,25,17,42
Analyst_3343247,GOLD,Q3 2020,5-Nov-20,1/28,20,23,43
Analyst_3343247,BABA,Q2 2021,5-Nov-20,50 / 108,11,-3,8
Analyst_3343247,KL,Q3 2020,5-Nov-20,5/7,-7,-3,-10
Analyst_3343247,KGC,Q2 2021,28-Jul-21,5/7,-6,-5,-11
Analyst_3343247,KGC,Q1 2021,11-May-21,1/8,-1,-3,-4
Analyst_3343247,KGC,Q4 2020,10-Feb-21,10/10,-11,-12,-23
Analyst_3343247,KGC,Q3 2020,4-Nov-20,8/8,-17,-25,-42
Analyst_3343247,NEM,Q2 2020,30-Jul-20,5/17,-1,-1,-2
Analyst_3343247,KGC,Q2 2020,29-Jul-20,14 / 16,-9,-12,-21
Analyst_3343247,CRWD,Q3 2022,1-Dec-21,33 / 60,10,11,21
Analyst_3343247,KSS,Q3 2021,18-Nov-21,14 / 16,8,-15,-7
Analyst_3343247,ATVI,Q3 2021,2-Nov-21,25 / 48,-5,-1,-6
Analyst_3343247,GILD,Q3 2021,28-Oct-21,13 / 31,9,10,19
Analyst_3343247,MSFT,Q1 2022,26-Oct-21,143 / 167,6,-13,-7
Analyst_3343247,MU,Q4 2021,28-Sep-21,78 / 88,-4,-7,-11
Analyst_3343247,KSS,Q2 2021,19-Aug-21,7/14,-3,-3,-6
Analyst_3343247,RDFN,Q2 2021,5-Aug-21,7/25,22,17,39
Analyst_5300825,MU,Q3 2021,30-Jun-21,90 / 106,-5,-5,-10
Analyst_5300825,CRWD,Q1 2022,3-Jun-21,15 / 78,18,20,38
LivefrmDaGutter,DIS,Q2 2021,13-May-21,80 / 128,8,-2,6
Analyst_1592846,KGC,Q1 2021,11-May-21,2/8,-2,-2,-4
Analyst_1592846,GPRO,Q1 2021,6-May-21,26 / 27,-25,-9,-34
Analyst_1592846,RDFN,Q1 2021,5-May-21,32 / 33,-15,-5,-20
Analyst_1592846,ATVI,Q1 2021,4-May-21,10/1,13,13,26
Analyst_1592846,TWTR,Q1 2021,29-Apr-21,35 / 101,-25,24,-1
Analyst_1592846,MU,Q2 2021,31-Mar-21,81 / 109,-4,-5,-9
Nobby,DIS,Q1 2021,11-Feb-21,93 / 119,8,-3,5
Nobby,KGC,Q4 2020,10-Feb-21,5/10,18,-7,11
Nobby,HCSG,Q4 2020,10-Feb-21,1/4,18,-2,16
Nobby,TWTR,Q4 2020,9-Feb-21,55 / 125,10,10,20
Nobby,AMD,Q4 2020,26-Jan-21,150 / 274,17,-3,14
Nobby,INTC,Q4 2020,21-Jan-21,38 / 159,10,10,20
Nobby,JPM,Q4 2020,15-Jan-21,73 / 84,-4,-8,-12
Nobby,MU,Q1 2021,7-Jan-21,88 / 100,-14,-13,-27
Nobby,CRWD,Q3 2021,2-Dec-20,26 / 61,15,10,25
Nobby,AMD,Q2 2020,28-Jul-20,212 / 267,-21,17,-4
Nobby,ABBV,Q1 2020,1-May-20,1/1,21,16,37
Nobby,IMAX,Q1 2020,30-Apr-20,22 / 22,-6,-15,-21
Nobby,AMD,Q1 2020,28-Apr-20,278 / 335,-6,-8,-14
Nobby,JPM,Q1 2020,14-Apr-20,1 / 137,21,25,46
Nobby,MU,Q2 2020,25-Mar-20,3 / 114,23,25,48
Nobby,TGT,Q4 2019,3-Mar-20,35 / 58,20,-12,8
Nobby,IMAX,Q4 2019,19-Feb-20,2/1,19,14,33
Nobby,DISH,Q4 2019,19-Feb-20,1/1,21,13,34
Nobby,WM,Q4 2019,13-Feb-20,2/26,16,11,27
Nobby,KGC,Q4 2019,12-Feb-20,3/9,11,14,25
Nobby,CYBR,Q4 2019,12-Feb-20,1/1,21,22,43
Nobby,HCSG,Q4 2019,11-Feb-20,6/9,-3,12,9
Nobby,XPO,Q4 2019,10-Feb-20,7/16,22,-4,18
Nobby,VRNS,Q4 2019,10-Feb-20,1/14,25,19,44
Nobby,ABBV,Q4 2019,7-Feb-20,34 / 47,-5,-3,-8
Nobby,BMY,Q4 2019,6-Feb-20,5/1,14,10,24
Nobby,QCOM,Q1 2020,5-Feb-20,28 / 129,12,13,25
Nobby,DIS,Q1 2020,4-Feb-20,186 / 214,17,-25,-8
Nobby,MSFT,Q2 2020,29-Jan-20,145 / 299,11,8,19
Nobby,AMD,Q4 2019,28-Jan-20,61 / 302,15,23,38
Nobby,JPM,Q4 2019,14-Jan-20,88 / 111,-4,7,3
Nobby,MU,Q1 2020,18-Dec-19,145 / 161,-1,-25,-26
Nobby,QCOM,Q3 2019,31-Jul-19,80 / 130,-2,12,10
Nobby,KGC,Q1 2021,11-May-21,7/8,-6,-6,-12
Nobby,KGC,Q1 2021,11-May-21,8/8,-13,-3,-16
Nobby,AMRN,Q4 2020,25-Feb-21,7/15,25,-2,23
Nobby,KGC,Q4 2020,10-Feb-21,6/10,18,-7,11
Nobby,KGC,Q4 2020,10-Feb-21,8/10,9,-3,6
Nobby,STLA,Q4 2020,3-Mar-21,5/12,-4,20,16
Nobby,GOLD,Q4 2020,18-Feb-21,16 / 34,-8,23,15
Nobby,KGC,Q4 2020,10-Feb-21,4/10,5,17,22
Nobby,AZO,Q1 2022,7-Dec-21,11/16,8,6,14
Nobby,COUP,Q3 2022,6-Dec-21,13 / 30,13,15,28
Nobby,GWRE,Q1 2022,2-Dec-21,7/7,-13,-8,-21
Nobby,SPLK,Q3 2022,1-Dec-21,22 / 38,20,-2,18
Nobby,CRM,Q3 2022,30-Nov-21,59 / 80,17,-10,7
Nobby,DE,Q4 2021,24-Nov-21,5/29,23,-6,17
Nobby,ADSK,Q3 2022,23-Nov-21,17 / 25,-11,19,8
Nobby,AMAT,Q4 2021,18-Nov-21,32 / 48,-3,-3,-6
Nobby,INTU,Q1 2022,18-Nov-21,2/13,11,14,25
